Time (s),Stress Level (%)
0.347742,54.128462076187134
0.37674,40.79256355762482
0.398749,50.019872188568115
0.571886,51.93784236907959
0.591563,51.62655711174011
0.611574,61.19576692581177
0.788518,39.95577096939087
0.810313,57.23317265510559
0.831832,50.204527378082275
1.00782,41.545721888542175
1.029464,50.0357449054718
1.17249,60.43903827667236
1.192969,45.20244896411896
1.21051,47.546908259391785
1.362566,60.60107350349426
1.382305,39.91854786872864
1.400548,36.249545216560364
1.583677,38.31298649311066
1.75738,41.77805483341217
1.936926,39.93367552757263
1.958253,32.58189260959625
2.150609,43.7787801027298
2.171756,35.73939800262451
2.369363,21.580389142036438
2.392223,43.189895153045654
2.589092,13.819056749343872
2.610392,36.78773641586304
2.801605,32.87079632282257
2.970316,35.275062918663025
3.148119,24.107351899147034
3.321385,33.50045680999756
3.343194,42.638349533081055
3.534062,39.80874419212341
3.714337,39.928966760635376
3.736539,42.80887246131897
3.925958,45.91700732707977
3.948528,41.65270924568176
4.13958,41.66519045829773
4.161331,43.08730959892273
4.362334,37.82958984375
4.383317,32.77870714664459
4.574701,32.97572433948517
4.748984,40.21442532539368
4.925076,42.66224801540375
5.094531,23.51074516773224
5.264634,28.245675563812256
5.441406,9.521619975566864
6.097131,16.70806258916855
6.26566,3.1079689040780067
6.436166,5.779151991009712
6.610765,4.385871067643166
6.781534,5.501514300704002
6.952283,5.565920472145081
7.130116,4.891663417220116
7.296984,3.6275576800107956
7.478323,5.800070986151695
7.648458,5.484265834093094
7.82054,6.8910010159015656
7.98772,13.557645678520203
8.163052,18.384094536304474
8.343238,22.01753407716751
8.364324,41.42417311668396
8.554181,15.66324532032013
8.57544,37.89237439632416
8.770308,10.664007067680359
8.921275,39.90201950073242
9.107437,17.409291863441467
9.270844,22.4095419049263
9.448844,19.556444883346558
9.622499,14.895647764205933
9.796506,17.386198043823242
9.993218,21.12925797700882
10.017903,24.151641130447388
