Time (s),Stress Level (%)
0.216268,51.77282094955444
0.361956,51.4934778213501
0.534565,56.064605712890625
0.707907,49.823567271232605
0.878347,54.560357332229614
1.072799,11.767634004354477
1.093253,50.39929747581482
1.295653,23.20363223552704
1.316821,52.29836702346802
1.51105,39.92207050323486
1.679818,22.312892973423004
1.857725,21.892049908638
1.880485,28.909528255462646
2.047786,48.8119512796402
2.068706,16.467781364917755
2.221959,21.207956969738007
2.403304,16.640430688858032
2.578976,17.550890147686005
2.760731,13.127948343753815
2.780573,47.76705503463745
2.984069,12.235604971647263
3.159447,22.047682106494904
3.327989,16.508184373378754
3.503136,41.53584539890289
3.524176,16.30638986825943
3.712171,21.66201025247574
3.896514,17.44414120912552
4.059219,17.672167718410492
4.212404,11.63768470287323
4.235286,57.35926032066345
4.404652,15.73844850063324
4.425333,57.18134641647339
4.573793,19.050824642181396
4.760973,19.170397520065308
4.926437,26.671388745307922
5.105881,48.38972985744476
5.126802,44.764116406440735
5.145448,6.048319488763809
5.307223,52.30342149734497
5.326822,47.50657677650452
5.345556,8.2839734852314
5.527243,47.53108322620392
5.547335,53.337037563323975
5.565693,16.93083494901657
5.582895,45.7125723361969
5.742434,44.41987872123718
5.762376,50.979918241500854
5.780691,28.07612121105194
5.959259,40.999963879585266
5.979387,63.313305377960205
5.999301,18.720248341560364
6.175183,41.58486723899841
6.195656,49.866676330566406
6.214162,8.322582393884659
6.392551,38.836470246315
6.412851,14.240226149559021
6.431422,49.877914786338806
6.612292,34.34400260448456
6.632436,11.474479734897614
6.650774,50.80944299697876
6.824516,33.23955833911896
6.844428,45.64034044742584
6.864125,8.63814651966095
7.040369,28.997275233268738
7.060798,47.22012281417847
7.079177,10.94384491443634
7.258541,26.664334535598755
7.278529,49.73444938659668
7.297081,12.84453421831131
7.474754,28.76977026462555
7.494784,16.995833814144135
7.51295,51.69302225112915
7.690735,30.197983980178833
7.710659,53.98073196411133
7.73072,22.462867200374603
7.906003,28.677409887313843
7.925768,56.20160102844238
7.944906,29.73238229751587
8.12229,26.646623015403748
8.142093,60.72571873664856
8.161228,18.409451842308044
8.342676,26.984477043151855
8.363274,64.30836319923401
8.381655,10.293058305978775
8.559158,30.062106251716614
8.579892,50.89830756187439
8.599725,11.157839745283127
8.770212,38.77131938934326
8.790394,55.40946125984192
8.809317,15.088114142417908
8.989705,41.612064838409424
9.010068,52.072012424468994
9.028773,17.25112497806549
9.203488,47.501757740974426
9.22344,56.34949803352356
9.241777,16.366297006607056
9.42386,38.12710344791412
9.444475,13.501684367656708
9.464421,57.17353820800781
9.635282,36.66650652885437
9.655326,18.703851103782654
9.673294,59.2610239982605
9.856482,37.510961294174194
9.876883,36.963486671447754
9.895073,49.40350353717804
10.071509,36.04799509048462
10.091744,53.17257642745972
10.110368,47.11619019508362
