Time (s),Stress Level (%)
0.214148,54.293495416641235
4.772957,13.857808709144592
4.978605,7.139314711093903
5.142643,12.41503655910492
5.319912,8.120248466730118
5.487801,5.920978635549545
5.650428,7.8556351363658905
5.843473,6.266073137521744
6.002295,5.9662312269210815
6.184928,5.992434546351433
6.357729,6.366797536611557
6.528232,6.628946214914322
6.70283,7.539935410022736
6.873837,10.665690153837204
7.049625,7.154443114995956
7.216096,7.863739877939224
7.39696,8.235354721546173
7.563224,9.235376119613647
7.73988,8.730139583349228
7.91753,30.24005889892578
7.939128,8.7374247610569
8.129274,34.11527872085571
8.150881,11.152360588312149
8.346055,29.36776876449585
8.367331,15.310493111610413
8.560404,31.638917326927185
8.58119,23.296256363391876
8.780399,28.913992643356323
8.801807,36.79175674915314
8.991862,31.483864784240723
9.012801,36.76806688308716
9.215517,37.57258653640747
9.237103,39.413076639175415
9.423832,42.375630140304565
9.601824,42.61442422866821
9.77047,43.738892674446106
9.945638,45.03414332866669
